Date,Price,Open,High,Low,Change_%,DayOfWeek
2006-08-02,650.95,647.25,656.2,645.75,0.58,Wednesday
2006-08-03,645.05,651.85,653.5,639.35,-0.91,Thursday
2006-08-04,646.45,645.35,654.85,643.75,0.22,Friday
2006-08-07,647.98,644.17,652.17,644.17,0.24,Monday
2006-08-08,643.75,647.75,650.0,641.25,-0.65,Tuesday
2006-08-09,650.65,644.25,655.3,636.5,1.07,Wednesday
2006-08-10,635.17,650.48,654.12,634.27,-2.38,Thursday
2006-08-11,632.7,637.5,645.55,626.5,-0.39,Friday
2006-08-14,629.2,633.4,633.4,623.9,-0.55,Monday
2006-08-15,625.0,626.4,628.7,621.0,-0.67,Tuesday
2006-08-16,628.8,624.8,632.8,624.0,0.61,Wednesday
2006-08-17,614.5,628.7,632.1,613.7,-2.27,Thursday
2006-08-18,615.0,613.8,619.15,607.4,0.08,Friday
2006-08-21,627.8,614.0,628.5,613.8,2.08,Monday
2006-08-22,624.05,628.15,629.25,620.85,-0.6,Tuesday
2006-08-23,622.35,624.05,631.55,621.75,-0.27,Wednesday
2006-08-24,621.85,621.75,626.7,619.25,-0.08,Thursday
2006-08-25,623.25,620.25,624.65,618.55,0.23,Friday
2006-08-28,614.05,622.35,624.25,613.25,-1.48,Monday
2006-08-29,612.75,614.35,618.25,607.55,-0.21,Tuesday
2006-08-30,619.75,614.75,621.55,612.85,1.14,Wednesday
2006-08-31,626.9,619.1,627.6,618.1,1.15,Thursday
2006-09-01,625.5,625.3,628.1,620.05,-0.22,Friday
2006-09-04,626.5,625.05,628.0,625.05,0.16,Monday
2006-09-05,638.6,627.3,640.5,626.5,1.93,Tuesday
2006-09-06,633.5,638.5,640.75,633.1,-0.8,Wednesday
2006-09-07,616.7,633.5,636.5,615.3,-2.65,Thursday
2006-09-08,610.8,617.2,619.75,606.7,-0.96,Friday
2006-09-11,591.75,610.15,611.15,583.35,-3.12,Monday
2006-09-12,587.75,590.75,599.75,584.65,-0.68,Tuesday
2006-09-13,589.95,587.95,593.35,579.35,0.37,Wednesday
2006-09-14,576.75,589.85,595.75,576.75,-2.24,Thursday
2006-09-15,579.85,576.85,581.85,571.95,0.54,Friday
2006-09-18,588.85,581.35,589.25,578.55,1.55,Monday
2006-09-19,575.65,588.05,589.25,575.65,-2.24,Tuesday
2006-09-20,576.6,573.0,586.8,572.8,0.17,Wednesday
2006-09-21,584.3,576.7,584.3,574.75,1.34,Thursday
2006-09-22,588.3,585.5,593.0,584.5,0.68,Friday
2006-09-25,586.7,589.25,591.1,582.5,-0.27,Monday
2006-09-26,591.7,587.0,594.25,586.3,0.85,Tuesday
2006-09-27,600.4,592.1,600.4,590.0,1.47,Wednesday
2006-09-28,602.9,602.6,607.0,600.9,0.42,Thursday
2006-09-29,598.3,601.25,604.0,595.0,-0.76,Friday
2006-10-02,595.2,598.5,604.2,595.2,-0.52,Monday
2006-10-03,574.7,596.0,598.25,574.2,-3.44,Tuesday
2006-10-04,566.6,574.5,581.0,559.9,-1.41,Wednesday
2006-10-05,574.0,567.5,574.75,562.5,1.31,Thursday
2006-10-06,573.8,573.4,573.8,560.4,-0.03,Friday
2006-10-09,576.7,575.5,581.25,572.0,0.51,Monday
2006-10-10,573.0,577.3,581.6,569.3,-0.64,Tuesday
2006-10-11,573.3,573.2,579.3,570.5,0.05,Wednesday
2006-10-12,578.6,573.0,579.0,571.2,0.92,Thursday
2006-10-13,590.0,578.5,590.8,577.4,1.97,Friday
2006-10-16,596.0,591.0,596.3,590.25,1.02,Monday
2006-10-17,590.4,597.25,598.0,585.9,-0.94,Tuesday
2006-10-18,589.9,590.1,595.5,587.4,-0.08,Wednesday
2006-10-19,599.3,589.7,600.8,586.7,1.59,Thursday
2006-10-20,591.9,600.3,602.7,591.8,-1.23,Friday
2006-10-23,582.05,590.75,593.25,579.85,-1.66,Monday
2006-10-24,584.35,581.75,584.45,573.85,0.4,Tuesday
2006-10-25,591.65,585.25,591.65,580.35,1.25,Wednesday
2006-10-26,596.55,591.75,599.25,590.45,0.83,Thursday
2006-10-27,600.05,596.95,600.05,592.15,0.59,Friday
2006-10-30,604.5,599.0,611.0,598.7,0.74,Monday
2006-10-31,606.6,604.5,607.8,598.5,0.35,Tuesday
2006-11-01,618.1,606.4,619.2,605.7,1.9,Wednesday
2006-11-02,623.6,617.5,625.9,614.5,0.89,Thursday
2006-11-03,628.0,624.0,629.0,617.5,0.71,Friday
2006-11-06,623.1,626.5,629.9,622.9,-0.78,Monday
2006-11-07,624.9,623.1,629.4,622.2,0.29,Tuesday
2006-11-08,615.77,625.27,626.98,613.27,-1.46,Wednesday
2006-11-09,633.7,615.9,636.0,615.4,2.91,Thursday
2006-11-10,628.7,633.4,637.0,626.5,-0.79,Friday
2006-11-13,626.1,629.1,632.9,620.8,-0.41,Monday
2006-11-14,620.9,625.6,629.4,619.5,-0.83,Tuesday
2006-11-15,622.6,621.0,625.5,615.8,0.27,Wednesday
2006-11-16,618.7,623.0,628.6,618.2,-0.63,Thursday
2006-11-17,622.0,618.9,622.7,614.8,0.53,Friday
2006-11-20,622.7,621.5,627.0,620.9,0.11,Monday
2006-11-21,627.0,623.0,629.6,622.25,0.69,Tuesday
2006-11-22,630.2,627.6,634.9,626.4,0.51,Wednesday
2006-11-23,631.25,630.3,631.8,629.0,0.17,Thursday
2006-11-24,638.2,631.0,640.3,631.0,1.1,Friday
2006-11-27,641.3,639.0,642.25,637.2,0.49,Monday
2006-11-28,640.0,640.8,642.2,632.7,-0.2,Tuesday
2006-11-29,636.6,639.7,640.9,635.0,-0.53,Wednesday
2006-11-30,648.3,636.5,649.0,636.5,1.84,Thursday
2006-12-01,645.8,648.0,650.0,643.9,-0.39,Friday
2006-12-04,645.9,645.25,648.2,640.9,0.02,Monday
2006-12-05,643.95,646.45,649.25,638.95,-0.3,Tuesday
2006-12-06,631.55,643.65,643.65,629.95,-1.93,Wednesday
2006-12-07,632.55,631.25,632.85,625.65,0.16,Thursday
2006-12-08,625.15,634.15,638.55,625.15,-1.17,Friday
2006-12-11,630.45,625.15,631.05,623.35,0.85,Monday
2006-12-12,630.05,630.35,631.5,627.05,-0.06,Tuesday
2006-12-13,629.15,630.15,630.85,623.75,-0.14,Wednesday
2006-12-14,626.05,628.75,629.55,625.55,-0.49,Thursday
2006-12-15,615.25,625.65,629.65,614.95,-1.73,Friday
2006-12-18,615.95,615.65,618.75,612.05,0.11,Monday
2006-12-19,622.75,616.35,622.95,615.35,1.1,Tuesday
2006-12-20,620.65,622.95,624.75,619.35,-0.34,Wednesday
2006-12-21,618.5,620.5,622.75,618.2,-0.35,Thursday
2006-12-22,621.0,618.6,621.7,618.25,0.4,Friday
2006-12-25,620.75,620.75,621.25,620.25,-0.04,Monday
2006-12-26,624.9,622.6,630.0,622.5,0.67,Tuesday
2006-12-27,627.3,624.8,629.6,624.2,0.38,Wednesday
2006-12-28,635.0,627.3,635.7,626.75,1.23,Thursday
2006-12-29,636.8,634.8,636.8,632.3,0.28,Friday
2007-01-02,640.5,637.3,641.3,636.3,0.58,Tuesday
2007-01-03,627.7,640.5,645.4,625.3,-2.0,Wednesday
2007-01-04,622.0,627.5,630.7,622.0,-0.91,Thursday
2007-01-05,607.4,622.0,626.5,602.2,-2.35,Friday
2007-01-08,609.9,608.75,610.1,604.4,0.41,Monday
2007-01-09,613.5,609.8,616.2,606.5,0.59,Tuesday
2007-01-10,611.7,613.6,614.5,606.2,-0.29,Wednesday
2007-01-11,611.9,611.6,616.25,609.2,0.03,Thursday
2007-01-12,626.9,611.75,627.7,610.1,2.45,Friday
2007-01-15,626.7,626.2,628.3,624.5,-0.03,Monday
2007-01-16,625.4,626.5,628.2,622.9,-0.21,Tuesday
2007-01-17,631.9,625.0,634.3,620.7,1.04,Wednesday
2007-01-18,628.0,631.8,636.9,627.0,-0.62,Thursday
2007-01-19,635.5,627.0,636.5,626.9,1.19,Friday
2007-01-22,632.9,635.75,640.1,632.7,-0.41,Monday
2007-01-23,646.6,633.25,648.0,633.1,2.16,Tuesday
2007-01-24,648.5,646.7,649.1,639.0,0.29,Wednesday
2007-01-25,646.1,648.6,654.5,645.7,-0.37,Thursday
2007-01-26,646.6,646.2,648.4,641.1,0.08,Friday
2007-01-29,643.1,646.3,648.2,641.2,-0.54,Monday
2007-01-30,647.4,643.8,647.5,641.3,0.67,Tuesday
2007-01-31,653.2,647.2,655.2,642.6,0.9,Wednesday
2007-02-01,657.7,653.0,662.0,652.2,0.69,Thursday
2007-02-02,648.25,657.15,659.85,643.15,-1.44,Friday
2007-02-05,648.55,648.35,652.25,646.45,0.05,Monday
2007-02-06,653.75,648.35,658.75,648.25,0.8,Tuesday
2007-02-07,651.65,653.55,656.85,651.55,-0.32,Wednesday
2007-02-08,660.75,651.65,660.95,648.05,1.4,Thursday
2007-02-09,666.65,660.55,668.15,657.15,0.89,Friday
2007-02-12,662.05,667.95,668.55,660.0,-0.69,Monday
2007-02-13,664.35,660.8,668.6,660.8,0.35,Tuesday
2007-02-14,669.15,664.35,672.2,663.75,0.72,Wednesday
2007-02-15,669.35,668.75,670.85,662.55,0.03,Thursday
2007-02-16,669.05,670.05,670.05,662.9,-0.04,Friday
2007-02-19,671.55,669.35,673.55,667.85,0.37,Monday
2007-02-20,658.75,670.85,672.15,655.75,-1.91,Tuesday
2007-02-21,679.25,657.45,682.45,657.25,3.11,Wednesday
2007-02-22,677.75,678.1,681.25,676.05,-0.22,Thursday
2007-02-23,682.85,677.55,688.55,673.05,0.75,Friday
2007-02-26,687.35,681.65,689.35,681.65,0.66,Monday
2007-02-27,680.0,687.1,689.7,675.3,-1.07,Tuesday
2007-02-28,669.95,679.35,679.35,660.35,-1.48,Wednesday
2007-03-01,664.55,669.55,677.55,661.55,-0.81,Thursday
2007-03-02,642.95,664.85,665.85,640.15,-3.25,Friday
2007-03-05,635.8,643.8,645.2,633.5,-1.11,Monday
2007-03-06,647.3,636.3,648.0,632.8,1.81,Tuesday
2007-03-07,645.95,646.25,650.85,642.85,-0.21,Wednesday
2007-03-08,651.3,649.5,656.2,647.6,0.83,Thursday
2007-03-09,650.27,651.58,658.38,649.48,-0.16,Friday
2007-03-12,651.2,649.25,654.25,646.1,0.14,Monday
2007-03-13,643.5,650.5,652.2,643.4,-1.18,Tuesday
2007-03-14,644.1,643.3,646.2,637.0,0.09,Wednesday
2007-03-15,646.9,644.0,650.25,643.5,0.43,Thursday
2007-03-16,652.9,646.9,655.6,646.2,0.93,Friday
2007-03-19,653.7,653.2,656.75,652.1,0.12,Monday
2007-03-20,658.3,654.5,661.1,652.9,0.7,Tuesday
2007-03-21,664.2,658.5,664.3,657.2,0.9,Wednesday
2007-03-22,663.8,664.1,667.1,662.3,-0.06,Thursday
2007-03-23,657.1,663.9,664.7,655.5,-1.01,Friday
2007-03-26,663.8,657.75,665.6,657.3,1.02,Monday
2007-03-27,664.1,664.1,666.1,661.8,0.05,Tuesday
2007-03-28,665.6,664.9,670.0,663.8,0.23,Wednesday
2007-03-29,661.3,666.7,666.7,655.3,-0.65,Thursday
2007-03-30,663.6,661.8,668.4,660.9,0.35,Friday
2007-04-02,663.9,665.7,666.3,656.7,0.05,Monday
2007-04-03,664.0,664.8,668.0,662.3,0.02,Tuesday
2007-04-04,674.5,665.1,676.3,663.6,1.58,Wednesday
2007-04-05,674.45,674.45,675.65,671.65,-0.01,Thursday
2007-04-06,674.5,674.0,674.7,673.25,0.01,Friday
2007-04-09,670.75,674.0,678.05,669.5,-0.56,Monday
2007-04-10,677.3,671.5,681.8,671.1,0.98,Tuesday
2007-04-11,677.3,677.8,681.1,674.5,0.0,Wednesday
2007-04-12,676.0,677.5,680.3,671.6,-0.19,Thursday
2007-04-13,685.6,676.5,686.3,675.9,1.42,Friday
2007-04-16,690.55,686.25,691.25,683.45,0.72,Monday
2007-04-17,687.85,690.25,691.05,686.05,-0.39,Tuesday
2007-04-18,689.55,686.65,690.95,685.95,0.25,Wednesday
2007-04-19,682.65,689.65,691.75,678.95,-1.0,Thursday
2007-04-20,691.35,683.85,693.85,682.85,1.27,Friday
2007-04-23,689.05,693.25,693.85,686.85,-0.33,Monday
2007-04-24,683.35,689.55,691.95,681.15,-0.83,Tuesday
2007-04-25,685.65,683.65,686.95,682.05,0.34,Wednesday
2007-04-26,674.95,685.55,687.15,671.4,-1.56,Thursday
2007-04-27,680.95,674.65,682.15,670.95,0.89,Friday
2007-04-30,678.25,681.45,682.15,676.05,-0.4,Monday
2007-05-01,673.35,678.45,680.5,671.75,-0.72,Tuesday
2007-05-02,672.85,673.95,675.25,667.55,-0.07,Wednesday
2007-05-03,682.35,672.75,682.95,671.95,1.41,Thursday
2007-05-04,688.75,682.55,691.4,680.9,0.94,Friday
2007-05-07,688.45,688.55,691.55,686.95,-0.04,Monday
2007-05-08,685.35,689.25,689.45,682.35,-0.45,Tuesday
2007-05-09,680.65,685.25,687.35,676.25,-0.69,Wednesday
2007-05-10,666.45,680.65,681.65,664.75,-2.09,Thursday
2007-05-11,671.05,666.35,673.25,664.85,0.69,Friday
2007-05-14,669.95,671.55,675.0,666.25,-0.16,Monday
2007-05-15,672.15,669.75,674.25,665.25,0.33,Tuesday
2007-05-16,662.15,672.55,673.95,660.15,-1.49,Wednesday
2007-05-17,657.75,662.65,665.25,654.15,-0.66,Thursday
2007-05-18,661.65,657.95,663.15,656.25,0.59,Friday
2007-05-21,663.35,662.75,664.55,657.35,0.26,Monday
2007-05-22,659.05,662.95,665.25,658.05,-0.65,Tuesday
2007-05-23,661.35,659.85,665.45,657.75,0.35,Wednesday
2007-05-24,654.75,661.85,663.25,652.05,-1.0,Thursday
2007-05-25,656.15,654.45,657.55,653.75,0.21,Friday
2007-05-28,655.65,655.5,658.85,653.85,-0.08,Monday
2007-05-29,656.75,656.2,662.6,654.25,0.17,Tuesday
2007-05-30,653.65,656.4,659.55,652.35,-0.47,Wednesday
2007-05-31,660.95,653.2,662.7,653.2,1.12,Thursday
2007-06-01,671.45,662.2,672.7,660.85,1.59,Friday
2007-06-04,671.25,671.55,674.65,668.75,-0.03,Monday
2007-06-05,670.15,671.75,674.7,669.45,-0.16,Tuesday
2007-06-06,670.85,670.35,672.75,665.35,0.1,Wednesday
2007-06-07,659.45,670.65,673.15,658.55,-1.7,Thursday
2007-06-08,648.55,659.25,661.85,645.15,-1.65,Friday
2007-06-11,653.75,649.35,655.55,648.95,0.8,Monday
2007-06-12,647.25,653.55,655.15,646.15,-0.99,Tuesday
2007-06-13,650.85,647.95,653.1,643.65,0.56,Wednesday
2007-06-14,651.95,651.35,654.75,646.6,0.17,Thursday
2007-06-15,655.75,652.35,656.2,650.25,0.58,Friday
2007-06-18,656.35,655.65,659.8,655.05,0.09,Monday
2007-06-19,661.35,655.95,662.15,653.95,0.76,Tuesday
2007-06-20,655.25,661.45,662.1,655.15,-0.92,Wednesday
2007-06-21,651.95,654.75,657.2,648.25,-0.5,Thursday
2007-06-22,654.35,651.85,656.95,650.95,0.37,Friday
2007-06-25,651.4,654.2,654.9,649.0,-0.45,Monday
2007-06-26,640.3,652.0,652.0,640.2,-1.7,Tuesday
2007-06-27,643.75,643.05,645.35,639.65,0.54,Wednesday
2007-06-28,648.75,642.75,650.4,641.75,0.78,Thursday
2007-06-29,649.65,648.85,652.95,646.85,0.14,Friday
2007-07-02,657.35,651.5,659.55,648.85,1.19,Monday
2007-07-03,653.5,656.9,658.3,652.2,-0.59,Tuesday
2007-07-04,654.2,653.1,655.15,653.1,0.11,Wednesday
2007-07-05,649.8,654.1,656.85,646.1,-0.67,Thursday
2007-07-06,655.9,649.5,656.2,645.4,0.94,Friday
2007-07-09,660.2,656.4,663.2,653.8,0.66,Monday
2007-07-10,663.5,660.4,665.2,659.0,0.5,Tuesday
2007-07-11,661.1,663.7,666.3,660.1,-0.36,Wednesday
2007-07-12,667.4,660.4,669.45,660.4,0.95,Thursday
2007-07-13,667.3,666.8,668.85,663.7,-0.01,Friday
2007-07-16,665.0,666.4,668.9,664.0,-0.34,Monday
2007-07-17,664.8,665.2,667.45,662.4,-0.03,Tuesday
2007-07-18,672.9,664.6,674.3,664.6,1.22,Wednesday
2007-07-19,677.9,673.1,677.9,671.4,0.74,Thursday
2007-07-20,683.7,677.6,686.4,675.4,0.86,Friday
2007-07-23,681.4,684.1,685.1,680.55,-0.34,Monday
2007-07-24,682.2,681.9,687.5,681.3,0.12,Tuesday
2007-07-25,675.3,682.2,682.2,670.9,-1.01,Wednesday
2007-07-26,661.7,675.6,677.0,660.75,-2.01,Thursday
2007-07-27,661.4,663.1,667.4,657.3,-0.05,Friday
2007-07-30,665.2,661.1,665.9,660.2,0.57,Monday
2007-07-31,663.5,665.2,669.2,663.5,-0.26,Tuesday
2007-08-01,667.3,663.4,667.5,659.4,0.57,Wednesday
2007-08-02,665.0,667.5,667.65,662.8,-0.34,Thursday
2007-08-03,673.3,665.7,674.6,665.2,1.25,Friday
2007-08-06,671.8,672.9,676.8,669.1,-0.22,Monday
2007-08-07,672.4,672.1,673.15,666.6,0.09,Tuesday
2007-08-08,674.6,672.2,677.0,669.9,0.33,Wednesday
2007-08-09,661.6,674.8,674.8,659.9,-1.93,Thursday
2007-08-10,672.8,666.4,676.9,658.5,1.69,Friday
2007-08-13,669.4,672.4,673.1,668.5,-0.51,Monday
2007-08-14,669.2,669.2,671.7,666.15,-0.03,Tuesday
2007-08-15,667.6,669.5,671.1,662.4,-0.24,Wednesday
2007-08-16,652.8,667.4,668.2,641.5,-2.22,Thursday
2007-08-17,657.2,650.3,663.8,645.8,0.67,Friday
2007-08-20,658.2,656.6,660.6,653.6,0.15,Monday
2007-08-21,657.5,658.6,660.1,654.5,-0.11,Tuesday
2007-08-22,661.1,657.6,662.2,654.9,0.55,Wednesday
2007-08-23,659.9,660.8,665.45,658.65,-0.18,Thursday
2007-08-24,668.4,660.35,669.5,657.65,1.29,Friday
2007-08-27,667.6,668.9,668.9,665.8,-0.12,Monday
2007-08-28,662.6,667.1,668.5,662.2,-0.75,Tuesday
2007-08-29,667.5,662.2,669.05,661.8,0.74,Wednesday
2007-08-30,665.1,667.7,668.1,663.5,-0.36,Thursday
2007-08-31,673.0,665.0,674.7,664.7,1.19,Friday
2007-09-03,672.35,673.25,673.75,671.25,-0.1,Monday
2007-09-04,682.1,672.9,683.8,671.6,1.45,Tuesday
2007-09-05,681.7,682.4,683.5,678.5,-0.06,Wednesday
2007-09-06,695.5,681.6,698.0,681.05,2.02,Thursday
2007-09-07,700.8,696.3,707.4,692.2,0.76,Friday
2007-09-10,702.9,700.4,707.0,699.3,0.3,Monday
2007-09-11,712.7,702.6,714.5,702.3,1.39,Tuesday
2007-09-12,711.9,712.2,714.4,705.7,-0.11,Wednesday
2007-09-13,708.6,711.3,712.5,703.8,-0.46,Thursday
2007-09-14,707.1,708.0,717.4,704.2,-0.21,Friday
2007-09-17,717.8,706.7,720.05,706.4,1.51,Monday
2007-09-18,723.8,717.4,724.5,712.0,0.84,Tuesday
2007-09-19,721.7,724.1,726.4,720.75,-0.29,Wednesday
2007-09-20,733.4,721.6,738.7,721.2,1.62,Thursday
2007-09-21,731.2,734.0,739.4,727.3,-0.3,Friday
2007-09-24,730.4,729.6,736.45,726.7,-0.11,Monday
2007-09-25,731.4,730.5,733.85,722.7,0.14,Tuesday
2007-09-26,728.1,731.5,737.1,726.8,-0.45,Wednesday
2007-09-27,734.5,728.0,736.3,727.2,0.88,Thursday
2007-09-28,744.1,734.2,745.9,733.6,1.31,Friday
2007-10-01,747.2,744.2,748.05,741.3,0.42,Monday
2007-10-02,731.5,747.4,747.5,724.75,-2.1,Tuesday
2007-10-03,727.6,732.1,736.4,726.5,-0.53,Wednesday
2007-10-04,737.7,728.6,738.6,721.1,1.39,Thursday
2007-10-05,742.7,737.8,744.3,728.1,0.68,Friday
2007-10-08,733.3,741.65,742.7,731.55,-1.27,Monday
2007-10-09,738.0,733.2,740.6,727.15,0.64,Tuesday
2007-10-10,741.0,738.2,746.2,737.5,0.41,Wednesday
2007-10-11,747.8,740.9,754.0,740.6,0.92,Thursday
2007-10-12,749.6,748.3,752.5,745.2,0.24,Friday
2007-10-15,759.3,749.3,760.3,747.8,1.29,Monday
2007-10-16,760.2,759.0,767.0,754.4,0.12,Tuesday
2007-10-17,755.0,760.65,765.0,754.5,-0.68,Wednesday
2007-10-18,766.6,755.3,766.6,755.1,1.54,Thursday
2007-10-19,765.2,768.15,770.4,758.5,-0.18,Friday
2007-10-22,754.4,766.7,768.6,745.9,-1.41,Monday
2007-10-23,759.7,754.8,761.3,753.0,0.7,Tuesday
2007-10-24,763.9,759.6,764.35,754.3,0.55,Wednesday
2007-10-25,769.3,764.1,769.6,762.0,0.71,Thursday
2007-10-26,785.4,769.2,786.1,768.6,2.09,Friday
2007-10-29,791.4,784.8,794.8,784.5,0.76,Monday
2007-10-30,781.6,791.2,792.4,779.5,-1.24,Tuesday
2007-10-31,796.2,781.9,796.9,777.1,1.87,Wednesday
2007-11-01,787.62,796.12,799.92,784.73,-1.08,Thursday
2007-11-02,807.5,787.9,808.1,787.4,2.52,Friday
2007-11-05,806.5,807.4,811.3,801.3,-0.12,Monday
2007-11-06,824.2,806.5,824.7,806.3,2.19,Tuesday
2007-11-07,832.2,825.1,845.8,822.7,0.97,Wednesday
2007-11-08,831.6,830.5,845.7,824.0,-0.07,Thursday
2007-11-09,831.7,832.7,839.3,827.6,0.01,Friday
2007-11-12,803.6,830.9,831.0,797.9,-3.38,Monday
2007-11-13,800.6,803.5,809.1,791.2,-0.37,Tuesday
2007-11-14,811.8,801.0,816.0,800.1,1.4,Wednesday
2007-11-15,788.6,811.6,818.3,782.75,-2.86,Thursday
2007-11-16,787.3,789.0,797.65,784.0,-0.16,Friday
2007-11-19,781.7,786.5,794.3,775.3,-0.71,Monday
2007-11-20,803.7,781.9,803.7,773.0,2.81,Tuesday
2007-11-21,802.2,804.5,807.4,794.8,-0.19,Wednesday
2007-11-22,804.4,800.45,805.8,798.3,0.27,Thursday
2007-11-23,823.4,804.6,826.1,803.0,2.36,Friday
2007-11-26,822.6,821.4,837.1,821.4,-0.1,Monday
2007-11-27,811.5,824.4,829.5,808.3,-1.35,Tuesday
2007-11-28,805.3,812.5,815.7,791.7,-0.76,Wednesday
2007-11-29,793.2,803.9,808.3,793.0,-1.5,Thursday
2007-11-30,782.9,793.1,799.4,779.1,-1.3,Friday
2007-12-03,791.5,783.1,791.8,777.4,1.1,Monday
2007-12-04,803.2,791.8,805.9,787.0,1.48,Tuesday
2007-12-05,795.4,802.1,807.1,791.6,-0.97,Wednesday
2007-12-06,802.7,794.6,805.75,785.4,0.92,Thursday
2007-12-07,795.6,802.6,805.2,791.4,-0.88,Friday
2007-12-10,809.5,794.8,812.5,794.3,1.75,Monday
2007-12-11,797.5,808.6,813.4,797.2,-1.48,Tuesday
2007-12-12,813.8,797.8,817.4,797.1,2.04,Wednesday
2007-12-13,797.4,813.9,813.9,792.0,-2.02,Thursday
2007-12-14,794.9,797.6,803.9,788.0,-0.31,Friday
2007-12-17,791.7,793.8,798.9,785.4,-0.4,Monday
2007-12-18,802.2,792.9,806.6,790.4,1.33,Tuesday
2007-12-19,802.2,802.9,805.0,797.9,0.0,Wednesday
2007-12-20,796.7,802.4,803.4,793.6,-0.69,Thursday
2007-12-21,810.8,796.7,812.6,795.7,1.77,Friday
2007-12-24,811.9,811.7,815.2,808.4,0.14,Monday
2007-12-25,807.0,811.7,812.2,804.15,-0.6,Tuesday
2007-12-26,825.0,808.65,826.5,808.2,2.23,Wednesday
2007-12-27,824.8,824.4,831.6,821.7,-0.02,Thursday
2007-12-28,839.0,825.9,840.2,824.8,1.72,Friday
2007-12-31,833.6,839.5,843.6,832.1,-0.64,Monday
2008-01-01,833.7,833.7,833.8,833.6,0.01,Tuesday
2008-01-02,857.2,837.0,861.5,834.7,2.82,Wednesday
2008-01-03,863.4,857.0,869.45,853.4,0.72,Thursday
2008-01-04,861.5,863.7,868.9,854.6,-0.22,Friday
2008-01-07,857.9,860.8,865.2,855.6,-0.42,Monday
2008-01-08,877.7,857.9,881.5,856.9,2.31,Tuesday
2008-01-09,877.8,877.7,891.8,872.0,0.01,Wednesday
2008-01-10,893.1,878.5,895.3,866.4,1.74,Thursday
2008-01-11,895.75,892.65,898.35,887.5,0.3,Friday
2008-01-14,905.2,898.0,914.4,892.6,1.05,Monday
2008-01-15,894.85,903.75,914.15,893.65,-1.14,Tuesday
2008-01-16,877.55,889.85,899.6,874.55,-1.93,Wednesday
2008-01-17,877.75,878.55,890.45,875.85,0.02,Thursday
2008-01-18,884.55,877.25,888.55,870.45,0.77,Friday
2008-01-21,866.35,881.6,882.85,858.75,-2.06,Monday
2008-01-22,890.65,861.6,894.65,849.85,2.8,Tuesday
2008-01-23,889.45,890.65,895.95,876.75,-0.13,Wednesday
2008-01-24,907.35,891.1,910.85,889.1,2.01,Thursday
2008-01-25,913.5,913.0,923.9,908.5,0.68,Friday
2008-01-28,927.85,915.6,929.55,914.85,1.57,Monday
2008-01-29,923.85,927.35,933.45,917.1,-0.43,Tuesday
2008-01-30,929.0,923.75,933.0,917.2,0.56,Wednesday
2008-01-31,925.62,927.62,929.23,919.23,-0.36,Thursday
2008-02-01,910.38,924.38,936.88,905.08,-1.65,Friday
2008-02-04,904.75,906.1,912.6,892.0,-0.62,Monday
2008-02-05,887.2,903.85,906.6,885.65,-1.94,Tuesday
2008-02-06,900.75,887.1,907.55,886.15,1.53,Wednesday
2008-02-07,909.15,900.1,911.35,896.65,0.93,Thursday
2008-02-08,918.35,905.35,920.45,905.35,1.01,Friday
2008-02-11,924.75,921.35,927.25,916.0,0.7,Monday
2008-02-12,906.1,924.2,925.0,903.1,-2.02,Tuesday
2008-02-13,905.1,906.5,910.4,896.5,-0.11,Wednesday
2008-02-14,908.2,906.7,914.2,901.9,0.34,Thursday
2008-02-15,902.7,908.7,915.6,898.3,-0.61,Friday
2008-02-18,906.4,903.2,909.65,900.5,0.41,Monday
2008-02-19,927.6,905.6,930.8,905.15,2.34,Tuesday
2008-02-20,944.9,927.9,945.6,913.7,1.87,Wednesday
2008-02-21,944.9,943.9,954.0,937.9,0.0,Thursday
2008-02-22,945.5,944.9,949.8,935.7,0.06,Friday
2008-02-25,939.8,946.0,952.3,933.1,-0.6,Monday
2008-02-26,948.9,940.2,948.9,926.8,0.97,Tuesday
2008-02-27,958.2,948.2,965.1,948.1,0.98,Wednesday
2008-02-28,969.35,957.65,969.35,953.35,1.16,Thursday
2008-02-29,972.48,956.58,976.27,956.58,0.32,Friday
2008-03-03,983.8,973.4,989.7,973.4,1.16,Monday
2008-03-04,963.4,983.9,988.3,960.8,-2.07,Tuesday
2008-03-05,988.3,964.2,992.2,959.85,2.58,Wednesday
2008-03-06,978.1,988.6,992.3,965.3,-1.03,Thursday
2008-03-07,973.4,978.8,988.4,969.8,-0.48,Friday
2008-03-10,973.4,973.4,980.8,961.4,0.0,Monday
2008-03-11,973.4,973.6,985.7,964.75,0.0,Tuesday
2008-03-12,983.5,973.1,983.5,968.5,1.04,Wednesday
2008-03-13,995.3,983.7,1000.3,981.8,1.2,Thursday
2008-03-14,993.2,996.0,1007.5,990.9,-0.21,Friday
2008-03-17,1002.7,1002.9,1031.2,998.8,0.96,Monday
2008-03-18,981.9,1003.9,1012.7,978.2,-2.07,Tuesday
2008-03-19,943.9,981.2,997.6,939.5,-3.87,Wednesday
2008-03-20,910.0,938.7,943.4,905.05,-3.59,Thursday
2008-03-21,919.5,913.4,920.3,911.4,1.04,Friday
2008-03-24,915.1,915.6,926.7,906.4,-0.48,Monday
2008-03-25,938.7,914.3,939.2,911.9,2.58,Tuesday
2008-03-26,954.1,939.0,954.8,934.9,1.64,Wednesday
