Date,Price,Open,High,Low,Change_%,DayOfWeek
2011-07-13,1582.25,1566.95,1587.96,1564.35,0.96,Wednesday
2011-07-14,1587.25,1582.25,1594.66,1579.3,0.32,Thursday
2011-07-15,1594.1,1588.75,1595.65,1577.81,0.43,Friday
2011-07-18,1605.4,1595.45,1609.01,1593.59,0.71,Monday
2011-07-19,1588.35,1605.3,1610.01,1582.59,-1.06,Tuesday
2011-07-20,1602.1,1589.85,1603.69,1583.0,0.87,Wednesday
2011-07-21,1589.9,1598.58,1606.16,1586.59,-0.76,Thursday
2011-07-22,1599.25,1592.98,1609.01,1585.36,0.59,Friday
2011-07-25,1614.55,1599.28,1622.99,1599.28,0.96,Monday
2011-07-26,1619.3,1614.55,1620.49,1608.29,0.29,Tuesday
2011-07-27,1613.5,1618.49,1628.5,1608.96,-0.36,Wednesday
2011-07-28,1616.85,1613.5,1620.1,1603.4,0.21,Thursday
2011-07-29,1626.64,1616.05,1632.8,1610.64,0.61,Friday
2011-08-01,1620.1,1628.14,1633.66,1609.69,-0.4,Monday
2011-08-02,1659.75,1620.32,1661.05,1616.29,2.45,Tuesday
2011-08-03,1661.2,1659.75,1673.15,1652.0,0.09,Wednesday
2011-08-04,1648.4,1661.2,1682.17,1640.09,-0.77,Thursday
2011-08-05,1665.0,1648.4,1670.1,1642.4,1.01,Friday
2011-08-08,1717.35,1662.75,1720.49,1662.67,3.14,Monday
2011-08-09,1743.9,1717.35,1778.79,1714.75,1.55,Tuesday
2011-08-10,1795.0,1743.9,1797.36,1740.0,2.93,Wednesday
2011-08-11,1767.9,1796.5,1815.79,1734.1,-1.51,Thursday
2011-08-12,1746.6,1763.96,1768.3,1723.55,-1.2,Friday
2011-08-15,1765.5,1746.25,1766.44,1728.01,1.08,Monday
2011-08-16,1786.3,1766.3,1788.2,1761.99,1.18,Tuesday
2011-08-17,1788.65,1786.75,1794.9,1779.39,0.13,Wednesday
2011-08-18,1824.35,1789.64,1829.0,1784.34,2.0,Thursday
2011-08-19,1852.45,1824.35,1877.5,1821.35,1.54,Friday
2011-08-22,1898.1,1859.89,1901.19,1858.2,2.46,Monday
2011-08-23,1830.15,1897.84,1911.96,1823.5,-3.58,Tuesday
2011-08-24,1751.05,1830.05,1854.11,1749.89,-4.32,Wednesday
2011-08-25,1771.6,1750.35,1774.9,1703.45,1.17,Thursday
2011-08-26,1828.55,1772.64,1829.15,1757.24,3.21,Friday
2011-08-29,1788.45,1837.84,1839.24,1776.64,-2.19,Monday
2011-08-30,1835.3,1787.96,1840.26,1784.05,2.62,Tuesday
2011-08-31,1823.8,1835.39,1839.7,1812.89,-0.63,Wednesday
2011-09-01,1825.05,1823.09,1830.6,1814.65,0.07,Thursday
2011-09-02,1884.2,1824.84,1884.9,1824.0,3.24,Friday
2011-09-05,1900.49,1877.99,1904.2,1875.3,0.86,Monday
2011-09-06,1873.72,1903.4,1921.11,1860.91,-1.41,Tuesday
2011-09-07,1816.96,1872.39,1880.61,1793.69,-3.03,Wednesday
2011-09-08,1868.76,1816.96,1870.3,1812.99,2.85,Thursday
2011-09-09,1857.81,1868.76,1885.89,1824.94,-0.59,Friday
2011-09-12,1813.75,1857.66,1861.6,1801.09,-2.37,Monday
2011-09-13,1833.8,1813.75,1843.7,1799.25,1.11,Tuesday
2011-09-14,1819.7,1833.64,1844.89,1808.29,-0.77,Wednesday
2011-09-15,1789.14,1820.6,1826.49,1772.54,-1.68,Thursday
2011-09-16,1811.95,1788.45,1822.2,1763.05,1.27,Friday
2011-09-19,1778.75,1818.5,1828.47,1770.7,-1.83,Monday
2011-09-20,1803.75,1778.34,1811.4,1770.24,1.41,Tuesday
2011-09-21,1781.79,1803.54,1816.76,1778.8,-1.22,Wednesday
2011-09-22,1735.83,1779.34,1786.19,1721.84,-2.58,Thursday
2011-09-23,1656.59,1737.63,1756.01,1629.99,-4.56,Friday
2011-09-26,1627.35,1657.29,1662.99,1534.99,-1.77,Monday
2011-09-27,1649.95,1624.79,1677.19,1614.91,1.39,Tuesday
2011-09-28,1608.8,1650.25,1668.85,1598.7,-2.49,Wednesday
2011-09-29,1614.55,1606.94,1634.09,1583.3,0.36,Thursday
2011-09-30,1623.75,1615.99,1640.49,1607.19,0.57,Friday
2011-10-03,1660.95,1618.35,1664.46,1618.35,2.29,Monday
2011-10-04,1624.3,1660.65,1678.86,1596.0,-2.21,Tuesday
2011-10-05,1640.9,1624.69,1646.7,1597.25,1.02,Wednesday
2011-10-06,1650.63,1641.49,1655.65,1632.24,0.59,Thursday
2011-10-07,1639.45,1644.2,1666.55,1625.95,-0.68,Friday
2011-10-10,1675.44,1654.14,1678.1,1638.09,2.2,Monday
2011-10-11,1663.1,1676.45,1685.22,1654.46,-0.74,Tuesday
2011-10-12,1677.2,1662.29,1692.1,1660.39,0.85,Wednesday
2011-10-13,1666.7,1674.89,1684.39,1653.19,-0.63,Thursday
2011-10-14,1679.95,1667.3,1684.26,1661.5,0.79,Friday
2011-10-17,1670.65,1683.29,1696.1,1666.44,-0.55,Monday
2011-10-18,1655.15,1671.2,1677.22,1627.2,-0.93,Tuesday
2011-10-19,1641.8,1654.75,1665.39,1639.4,-0.81,Wednesday
2011-10-20,1619.1,1643.44,1645.0,1603.99,-1.38,Thursday
2011-10-21,1641.02,1618.99,1648.59,1611.44,1.35,Friday
2011-10-24,1652.68,1641.99,1662.09,1635.6,0.71,Monday
2011-10-25,1705.35,1654.4,1710.8,1645.24,3.19,Tuesday
2011-10-26,1725.75,1707.19,1728.5,1696.7,1.2,Wednesday
2011-10-27,1744.45,1725.24,1750.11,1705.74,1.08,Thursday
2011-10-28,1742.95,1744.7,1752.85,1733.0,-0.09,Friday
2011-10-31,1715.25,1744.15,1746.5,1706.59,-1.59,Monday
2011-11-01,1720.3,1716.05,1725.29,1683.74,0.29,Tuesday
2011-11-02,1737.0,1720.9,1745.89,1715.74,0.97,Wednesday
2011-11-03,1763.15,1736.5,1767.9,1722.84,1.51,Thursday
2011-11-04,1754.15,1763.26,1764.9,1750.0,-0.51,Friday
2011-11-07,1795.86,1753.95,1798.69,1752.89,2.38,Monday
2011-11-08,1785.0,1794.89,1803.1,1777.1,-0.6,Tuesday
2011-11-09,1772.24,1785.2,1799.64,1764.14,-0.71,Wednesday
2011-11-10,1759.2,1770.71,1775.85,1736.55,-0.74,Thursday
2011-11-11,1788.99,1759.64,1789.41,1746.05,1.69,Friday
2011-11-14,1781.0,1788.14,1796.16,1773.59,-0.45,Monday
2011-11-15,1781.4,1780.39,1785.85,1760.54,0.02,Tuesday
2011-11-16,1762.35,1781.94,1784.14,1754.25,-1.07,Wednesday
2011-11-17,1719.1,1762.19,1767.16,1710.05,-2.45,Thursday
2011-11-18,1723.05,1722.29,1737.79,1711.34,0.23,Friday
2011-11-21,1680.85,1723.3,1726.64,1666.54,-2.45,Monday
2011-11-22,1699.2,1679.3,1705.8,1671.55,1.09,Tuesday
2011-11-23,1693.3,1700.66,1710.77,1677.94,-0.35,Wednesday
2011-11-24,1694.75,1692.39,1702.23,1687.69,0.09,Thursday
2011-11-25,1680.13,1694.85,1697.9,1672.09,-0.86,Friday
2011-11-28,1712.3,1680.8,1720.49,1680.8,1.91,Monday
2011-11-29,1716.75,1712.05,1720.76,1704.11,0.26,Tuesday
2011-11-30,1745.7,1714.99,1750.23,1701.0,1.69,Wednesday
2011-12-01,1745.25,1746.85,1754.86,1734.1,-0.03,Thursday
2011-12-02,1745.25,1745.16,1762.61,1738.15,0.0,Friday
2011-12-05,1721.64,1746.15,1755.3,1718.44,-1.35,Monday
2011-12-06,1728.2,1722.5,1733.46,1702.85,0.38,Tuesday
2011-12-07,1742.1,1728.46,1743.26,1720.65,0.8,Wednesday
2011-12-08,1708.8,1742.0,1754.7,1704.51,-1.91,Thursday
2011-12-09,1711.1,1708.29,1724.3,1703.54,0.13,Friday
2011-12-12,1666.3,1711.64,1715.05,1657.9,-2.62,Monday
2011-12-13,1632.1,1666.25,1678.3,1622.75,-2.05,Tuesday
2011-12-14,1575.1,1632.11,1641.89,1564.85,-3.49,Wednesday
2011-12-15,1570.7,1574.49,1594.26,1561.07,-0.28,Thursday
2011-12-16,1597.95,1570.24,1600.95,1568.86,1.73,Friday
2011-12-19,1594.1,1599.35,1608.5,1583.44,-0.24,Monday
2011-12-20,1615.65,1594.26,1619.12,1592.35,1.35,Tuesday
2011-12-21,1615.15,1615.26,1642.36,1606.4,-0.03,Wednesday
2011-12-22,1604.7,1615.35,1617.36,1599.15,-0.65,Thursday
2011-12-23,1606.6,1606.75,1614.31,1603.15,0.12,Friday
2011-12-26,1605.82,1607.51,1612.15,1597.86,-0.05,Monday
2011-12-27,1592.9,1607.51,1607.79,1589.75,-0.8,Tuesday
2011-12-28,1553.0,1593.75,1593.81,1550.1,-2.5,Wednesday
2011-12-29,1546.7,1556.39,1561.51,1522.64,-0.41,Thursday
2011-12-30,1564.3,1545.89,1581.26,1544.75,1.14,Friday
2012-01-02,1566.27,1566.61,1569.61,1565.37,0.13,Monday
2012-01-03,1604.14,1566.2,1607.45,1565.85,2.42,Tuesday
2012-01-04,1612.4,1602.75,1618.92,1593.1,0.51,Wednesday
2012-01-05,1623.0,1611.39,1625.86,1596.74,0.66,Thursday
2012-01-06,1616.85,1621.44,1630.56,1608.89,-0.38,Friday
2012-01-09,1611.5,1616.78,1623.69,1604.94,-0.33,Monday
2012-01-10,1631.56,1611.57,1640.27,1608.62,1.24,Tuesday
2012-01-11,1641.8,1632.39,1647.4,1630.29,0.63,Wednesday
2012-01-12,1650.1,1640.64,1662.12,1640.39,0.51,Thursday
2012-01-13,1639.35,1650.66,1650.75,1626.06,-0.65,Friday
2012-01-16,1643.4,1639.68,1647.35,1631.44,0.25,Monday
2012-01-17,1651.74,1643.84,1667.87,1641.45,0.51,Tuesday
2012-01-18,1661.25,1652.2,1662.5,1642.74,0.58,Wednesday
2012-01-19,1657.6,1659.7,1670.15,1648.94,-0.22,Thursday
2012-01-20,1666.9,1657.79,1667.11,1644.69,0.56,Friday
2012-01-23,1677.0,1666.68,1681.66,1662.59,0.61,Monday
2012-01-24,1665.2,1676.99,1679.89,1661.29,-0.7,Tuesday
2012-01-25,1711.9,1665.69,1713.3,1649.19,2.8,Wednesday
2012-01-26,1721.5,1710.72,1730.62,1703.65,0.56,Thursday
2012-01-27,1738.89,1720.49,1738.91,1714.8,1.01,Friday
2012-01-30,1730.05,1738.05,1739.35,1716.69,-0.51,Monday
2012-01-31,1739.43,1729.19,1747.79,1726.8,0.54,Tuesday
2012-02-01,1743.6,1738.75,1751.56,1732.95,0.24,Wednesday
2012-02-02,1759.99,1744.2,1761.57,1741.49,0.94,Thursday
2012-02-03,1725.3,1760.06,1763.76,1724.35,-1.97,Friday
2012-02-06,1720.3,1726.3,1738.09,1711.79,-0.29,Monday
2012-02-07,1746.5,1719.8,1750.2,1709.79,1.52,Tuesday
2012-02-08,1733.55,1745.76,1751.86,1724.95,-0.74,Wednesday
2012-02-09,1729.6,1733.7,1751.9,1725.69,-0.23,Thursday
2012-02-10,1719.85,1731.54,1734.8,1704.14,-0.56,Friday
2012-02-13,1722.5,1725.3,1733.61,1716.47,0.15,Monday
2012-02-14,1720.1,1722.96,1727.81,1712.2,-0.14,Tuesday
2012-02-15,1729.01,1719.62,1737.47,1718.52,0.52,Wednesday
2012-02-16,1728.7,1727.79,1730.01,1705.49,-0.02,Thursday
2012-02-17,1722.45,1728.84,1735.95,1717.45,-0.36,Friday
2012-02-20,1734.0,1723.78,1737.3,1723.67,0.67,Monday
2012-02-21,1759.15,1734.03,1760.21,1731.09,1.45,Tuesday
2012-02-22,1777.55,1759.59,1781.8,1749.54,1.05,Wednesday
2012-02-23,1780.1,1776.24,1787.61,1772.29,0.14,Thursday
2012-02-24,1773.49,1780.3,1783.11,1770.74,-0.37,Friday
2012-02-27,1766.3,1773.28,1779.59,1762.24,-0.41,Monday
2012-02-28,1785.85,1767.05,1789.96,1766.0,1.11,Tuesday
2012-02-29,1695.2,1784.59,1790.8,1688.49,-5.08,Wednesday
2012-03-01,1716.55,1696.2,1726.21,1694.7,1.26,Thursday
2012-03-02,1712.3,1717.7,1724.19,1705.19,-0.25,Friday
2012-03-05,1706.7,1711.05,1716.76,1694.64,-0.33,Monday
2012-03-06,1674.0,1705.97,1709.0,1664.35,-1.92,Tuesday
2012-03-07,1684.95,1674.6,1688.42,1671.35,0.65,Wednesday
2012-03-08,1700.65,1685.09,1703.86,1682.85,0.93,Thursday
2012-03-09,1713.09,1700.2,1714.59,1677.84,0.73,Friday
2012-03-12,1700.53,1709.08,1714.3,1692.84,-0.73,Monday
2012-03-13,1675.5,1699.66,1705.97,1662.6,-1.47,Tuesday
2012-03-14,1643.6,1675.74,1683.45,1635.59,-1.9,Wednesday
2012-03-15,1658.23,1642.89,1666.79,1636.59,0.89,Thursday
2012-03-16,1660.65,1659.71,1665.01,1639.8,0.15,Friday
2012-03-19,1664.55,1654.98,1671.4,1654.14,0.23,Monday
2012-03-20,1650.35,1666.04,1666.29,1643.29,-0.85,Tuesday
2012-03-21,1650.5,1651.11,1661.65,1646.91,0.01,Wednesday
2012-03-22,1644.85,1652.05,1658.01,1629.68,-0.34,Thursday
2012-03-23,1662.26,1645.41,1666.74,1642.38,1.06,Friday
2012-03-26,1689.98,1661.81,1694.0,1655.6,1.67,Monday
2012-03-27,1680.05,1690.3,1696.81,1679.11,-0.59,Tuesday
2012-03-28,1662.18,1680.21,1684.41,1655.11,-1.06,Wednesday
2012-03-29,1661.38,1661.94,1665.29,1645.39,-0.05,Thursday
2012-03-30,1668.9,1661.55,1671.11,1659.91,0.45,Friday
2012-04-02,1677.75,1668.55,1680.09,1676.2,0.53,Monday
2012-04-03,1645.33,1676.59,1681.16,1639.24,-1.93,Tuesday
2012-04-04,1620.23,1644.64,1648.15,1612.3,-1.53,Wednesday
2012-04-05,1631.25,1620.36,1633.67,1620.15,0.68,Thursday
2012-04-06,1639.49,1628.95,1639.49,1628.49,0.51,Friday
2012-04-09,1641.28,1641.44,1649.0,1627.7,0.11,Monday
2012-04-10,1660.35,1641.13,1663.1,1632.2,1.16,Tuesday
2012-04-11,1657.95,1659.49,1662.9,1653.44,-0.14,Wednesday
2012-04-12,1675.48,1659.14,1680.2,1651.29,1.06,Thursday
2012-04-13,1659.0,1675.55,1678.31,1649.51,-0.98,Friday
2012-04-16,1652.1,1654.09,1657.8,1641.14,-0.42,Monday
2012-04-17,1649.9,1652.9,1657.71,1635.05,-0.13,Tuesday
2012-04-18,1642.07,1651.24,1656.05,1639.29,-0.47,Wednesday
2012-04-19,1643.6,1643.49,1655.0,1632.8,0.09,Thursday
2012-04-20,1642.7,1643.55,1647.31,1638.95,-0.05,Friday
2012-04-23,1638.7,1643.44,1644.9,1621.99,-0.24,Monday
2012-04-24,1641.0,1638.75,1649.52,1633.95,0.14,Tuesday
2012-04-25,1644.7,1641.41,1646.53,1624.47,0.23,Wednesday
2012-04-26,1656.9,1645.98,1662.6,1643.15,0.74,Thursday
2012-04-27,1662.05,1657.15,1667.72,1650.55,0.31,Friday
2012-04-30,1664.36,1662.42,1666.58,1644.98,0.14,Monday
2012-05-01,1662.1,1666.75,1673.2,1658.59,-0.14,Tuesday
2012-05-02,1653.5,1662.4,1663.4,1646.71,-0.52,Wednesday
2012-05-03,1635.76,1653.26,1653.72,1631.17,-1.07,Thursday
2012-05-04,1642.83,1636.0,1647.27,1626.91,0.43,Friday
2012-05-07,1639.15,1641.79,1644.4,1634.21,-0.22,Monday
2012-05-08,1605.0,1638.57,1639.52,1595.55,-2.08,Tuesday
2012-05-09,1589.34,1605.67,1606.64,1579.78,-0.98,Wednesday
2012-05-10,1593.66,1589.69,1602.2,1586.07,0.27,Thursday
2012-05-11,1580.05,1593.87,1595.37,1573.9,-0.85,Friday
2012-05-14,1556.85,1580.6,1585.89,1556.0,-1.47,Monday
2012-05-15,1544.45,1557.15,1564.06,1541.6,-0.8,Tuesday
2012-05-16,1540.05,1546.1,1553.8,1529.0,-0.28,Wednesday
2012-05-17,1574.0,1540.39,1581.7,1538.8,2.2,Thursday
2012-05-18,1593.09,1574.78,1598.68,1569.05,1.21,Friday
2012-05-21,1592.65,1593.65,1600.79,1586.8,-0.03,Monday
2012-05-22,1568.95,1593.53,1596.03,1563.29,-1.49,Tuesday
2012-05-23,1562.0,1569.19,1570.35,1535.41,-0.44,Wednesday
2012-05-24,1559.0,1563.36,1579.5,1553.15,-0.19,Thursday
2012-05-25,1573.45,1558.5,1574.57,1551.9,0.93,Friday
2012-05-28,1573.33,1574.09,1584.0,1571.13,-0.01,Monday
2012-05-29,1555.75,1574.1,1582.9,1548.64,-1.12,Tuesday
2012-05-30,1562.45,1554.8,1569.77,1532.1,0.43,Wednesday
2012-05-31,1560.7,1563.9,1574.3,1554.09,-0.11,Thursday
2012-06-01,1626.25,1560.45,1630.02,1545.3,4.2,Friday
2012-06-04,1618.4,1627.29,1629.69,1610.71,-0.48,Monday
2012-06-05,1617.1,1619.25,1623.91,1612.71,-0.08,Tuesday
2012-06-06,1620.4,1617.2,1641.11,1614.34,0.2,Wednesday
2012-06-07,1589.0,1620.2,1629.41,1579.75,-1.94,Thursday
2012-06-08,1594.45,1589.15,1595.47,1562.05,0.34,Friday
2012-06-11,1596.45,1593.1,1608.35,1582.89,0.13,Monday
2012-06-12,1610.05,1596.45,1618.01,1586.9,0.85,Tuesday
2012-06-13,1618.35,1609.26,1624.97,1606.2,0.52,Wednesday
2012-06-14,1623.32,1617.9,1627.79,1610.0,0.31,Thursday
2012-06-15,1626.76,1622.94,1633.7,1619.59,0.21,Friday
2012-06-18,1628.4,1627.31,1630.31,1607.1,0.1,Monday
2012-06-19,1618.07,1628.51,1633.51,1617.51,-0.63,Tuesday
2012-06-20,1605.9,1618.81,1623.01,1590.9,-0.75,Wednesday
2012-06-21,1565.3,1605.06,1607.29,1564.49,-2.53,Thursday
2012-06-22,1572.15,1564.31,1573.81,1558.8,0.44,Friday
2012-06-25,1584.6,1572.0,1588.51,1566.35,0.79,Monday
2012-06-26,1572.15,1583.76,1587.31,1567.95,-0.79,Tuesday
2012-06-27,1574.3,1572.5,1581.91,1563.15,0.14,Wednesday
2012-06-28,1551.9,1573.61,1579.31,1547.85,-1.42,Thursday
2012-06-29,1598.6,1551.39,1607.19,1550.94,3.01,Friday
2012-07-02,1596.35,1599.3,1602.51,1587.45,-0.14,Monday
2012-07-03,1616.65,1598.69,1626.7,1596.59,1.27,Tuesday
2012-07-04,1615.63,1617.24,1620.59,1611.94,-0.06,Wednesday
2012-07-05,1604.75,1617.34,1625.8,1598.89,-0.67,Thursday
2012-07-06,1582.9,1604.95,1610.0,1576.7,-1.36,Friday
2012-07-09,1587.15,1580.84,1593.3,1576.39,0.27,Monday
2012-07-10,1566.5,1591.16,1602.9,1565.89,-1.3,Tuesday
2012-07-11,1576.9,1565.41,1583.41,1565.41,0.66,Wednesday
2012-07-12,1572.4,1576.85,1578.36,1554.95,-0.29,Thursday
2012-07-13,1589.05,1571.2,1597.11,1566.25,1.06,Friday
2012-07-16,1589.35,1591.39,1595.3,1578.79,0.02,Monday
2012-07-17,1582.75,1591.19,1600.5,1572.66,-0.42,Tuesday
2012-07-18,1573.8,1584.29,1587.16,1568.84,-0.57,Wednesday
2012-07-19,1582.05,1573.89,1593.0,1573.64,0.52,Thursday
2012-07-20,1583.63,1582.01,1587.91,1574.04,0.1,Friday
2012-07-23,1576.9,1582.64,1584.26,1564.49,-0.42,Monday
2012-07-24,1580.5,1580.4,1584.66,1568.35,0.23,Tuesday
2012-07-25,1605.38,1581.44,1611.41,1579.94,1.57,Wednesday
2012-07-26,1616.2,1605.0,1622.02,1601.5,0.67,Thursday
2012-07-27,1623.28,1616.14,1629.6,1611.99,0.44,Friday
2012-07-30,1621.1,1625.1,1626.7,1614.85,-0.13,Monday
2012-07-31,1613.9,1621.3,1628.31,1610.95,-0.44,Tuesday
2012-08-01,1599.2,1599.25,1618.9,1592.35,-0.91,Wednesday
2012-08-02,1590.35,1599.25,1614.9,1585.1,-0.55,Thursday
2012-08-03,1604.3,1590.28,1606.91,1586.74,0.88,Friday
2012-08-06,1611.0,1605.0,1615.61,1602.85,0.42,Monday
2012-08-07,1611.18,1610.99,1618.41,1609.09,0.01,Tuesday
2012-08-08,1611.9,1611.29,1617.01,1603.55,0.04,Wednesday
2012-08-09,1617.7,1612.1,1618.72,1609.85,0.36,Thursday
2012-08-10,1620.05,1617.64,1626.56,1605.7,0.15,Friday
2012-08-13,1610.15,1620.35,1625.82,1607.71,-0.61,Monday
2012-08-14,1598.65,1610.16,1616.81,1594.71,-0.71,Tuesday
2012-08-15,1603.38,1598.64,1606.4,1590.19,0.3,Wednesday
2012-08-16,1614.8,1604.14,1618.99,1600.79,0.71,Thursday
2012-08-17,1615.8,1614.44,1620.1,1611.9,0.06,Friday
2012-08-20,1620.7,1616.26,1623.01,1610.2,0.3,Monday
2012-08-21,1638.5,1620.55,1641.81,1618.66,1.1,Tuesday
2012-08-22,1654.0,1638.2,1656.41,1634.87,0.95,Wednesday
2012-08-23,1670.65,1654.0,1675.41,1652.41,1.01,Thursday
2012-08-24,1670.35,1670.14,1673.81,1662.79,-0.02,Friday
2012-08-27,1664.1,1671.44,1676.95,1663.09,-0.37,Monday
2012-08-28,1667.03,1663.44,1672.7,1657.44,0.18,Tuesday
2012-08-29,1656.55,1667.25,1670.15,1652.97,-0.63,Wednesday
2012-08-30,1656.15,1656.55,1664.51,1651.8,-0.02,Thursday
2012-08-31,1691.15,1656.15,1693.32,1647.34,2.11,Friday
2012-09-03,1692.4,1692.2,1695.61,1685.7,0.07,Monday
2012-09-04,1696.4,1692.99,1700.45,1689.96,0.24,Tuesday
2012-09-05,1693.65,1695.05,1696.37,1687.65,-0.16,Wednesday
2012-09-06,1701.65,1693.45,1713.52,1691.65,0.47,Thursday
2012-09-07,1736.5,1701.94,1741.8,1689.2,2.05,Friday
2012-09-10,1725.8,1735.85,1740.26,1724.91,-0.62,Monday
2012-09-11,1731.75,1726.1,1737.91,1725.45,0.34,Tuesday
2012-09-12,1731.5,1732.54,1746.7,1725.79,-0.01,Wednesday
2012-09-13,1766.9,1730.65,1772.87,1717.25,2.04,Thursday
2012-09-14,1772.48,1766.44,1778.01,1765.04,0.32,Friday
2012-09-17,1761.45,1774.74,1776.76,1754.59,-0.62,Monday
2012-09-18,1770.95,1761.55,1773.61,1752.95,0.54,Tuesday
2012-09-19,1769.8,1769.85,1768.35,1765.65,-0.06,Wednesday
2012-09-20,1766.7,1769.85,1772.5,1756.1,-0.18,Thursday
2012-09-21,1773.05,1767.3,1787.81,1766.4,0.36,Friday
2012-09-24,1764.15,1773.39,1773.39,1755.8,-0.5,Monday
2012-09-25,1760.65,1764.26,1775.51,1758.41,-0.2,Tuesday
2012-09-26,1752.2,1760.5,1766.01,1738.11,-0.48,Wednesday
2012-09-27,1777.9,1754.9,1780.81,1751.36,1.47,Thursday
2012-09-28,1771.22,1777.72,1783.63,1767.53,-0.38,Friday
2012-10-01,1774.4,1771.2,1791.81,1763.55,0.18,Monday
2012-10-02,1778.0,1776.4,1784.81,1771.57,0.2,Tuesday
2012-10-03,1779.15,1774.1,1782.31,1771.0,0.06,Wednesday
2012-10-04,1790.55,1779.19,1796.9,1779.19,0.64,Thursday
2012-10-05,1780.98,1790.79,1796.19,1772.84,-0.53,Friday
2012-10-08,1774.9,1780.71,1780.9,1766.75,-0.34,Monday
2012-10-09,1764.15,1775.45,1779.96,1760.55,-0.61,Tuesday
2012-10-10,1762.55,1764.26,1768.41,1757.47,-0.09,Wednesday
2012-10-11,1768.8,1761.8,1775.31,1758.7,0.35,Thursday
2012-10-12,1754.25,1768.79,1773.6,1752.34,-0.82,Friday
2012-10-15,1736.1,1753.6,1753.6,1729.36,-1.03,Monday
2012-10-16,1747.8,1736.3,1748.61,1734.9,0.67,Tuesday
2012-10-17,1750.3,1748.4,1753.81,1743.2,0.14,Wednesday
2012-10-18,1741.7,1749.91,1752.4,1738.41,-0.49,Thursday
2012-10-19,1720.9,1740.59,1743.58,1716.29,-1.19,Friday
2012-10-22,1729.45,1721.8,1729.61,1714.0,0.5,Monday
2012-10-23,1708.7,1728.4,1730.6,1704.11,-1.2,Tuesday
2012-10-24,1702.43,1708.39,1714.56,1698.89,-0.37,Wednesday
2012-10-25,1711.8,1701.85,1718.21,1701.4,0.55,Thursday
2012-10-26,1711.35,1712.0,1718.91,1700.95,-0.03,Friday
2012-10-29,1709.85,1711.5,1717.57,1706.0,-0.09,Monday
2012-10-30,1709.49,1710.06,1715.61,1705.2,-0.02,Tuesday
2012-10-31,1720.55,1709.96,1726.05,1709.54,0.65,Wednesday
2012-11-01,1714.7,1720.66,1727.11,1713.55,-0.34,Thursday
2012-11-02,1677.85,1714.79,1717.06,1674.44,-2.15,Friday
2012-11-05,1684.6,1677.2,1686.57,1672.85,0.4,Monday
2012-11-06,1715.95,1684.93,1721.01,1683.8,1.86,Tuesday
2012-11-07,1716.69,1715.98,1731.79,1702.97,0.04,Wednesday
2012-11-08,1730.99,1717.32,1735.82,1713.61,0.83,Thursday
2012-11-09,1731.24,1731.64,1739.05,1727.05,0.01,Friday
2012-11-12,1728.35,1732.0,1738.41,1725.9,-0.17,Monday
2012-11-13,1725.5,1728.51,1733.21,1718.3,-0.16,Tuesday
2012-11-14,1726.45,1725.5,1733.4,1720.81,0.06,Wednesday
2012-11-15,1715.8,1726.45,1727.96,1705.3,-0.62,Thursday
2012-11-16,1713.7,1716.11,1717.51,1706.1,-0.12,Friday
2012-11-19,1731.94,1713.54,1735.34,1713.43,1.06,Monday
2012-11-20,1728.65,1732.11,1735.81,1722.4,-0.19,Tuesday
2012-11-21,1729.11,1728.57,1732.08,1720.91,0.03,Wednesday
2012-11-22,1729.55,1729.09,1732.75,1728.35,0.03,Thursday
2012-11-23,1753.0,1729.55,1754.6,1728.39,1.36,Friday
2012-11-26,1749.1,1753.11,1753.11,1746.1,-0.22,Monday
2012-11-27,1742.05,1748.94,1751.8,1738.89,-0.4,Tuesday
2012-11-28,1719.69,1741.92,1743.23,1706.03,-1.28,Wednesday
2012-11-29,1725.4,1719.5,1728.71,1718.4,0.33,Thursday
2012-11-30,1714.8,1725.71,1731.9,1709.09,-0.61,Friday
2012-12-03,1715.25,1713.9,1722.11,1712.99,0.03,Monday
2012-12-04,1697.35,1715.55,1717.67,1691.25,-1.04,Tuesday
2012-12-05,1693.99,1697.47,1707.18,1684.98,-0.2,Wednesday
2012-12-06,1699.14,1693.87,1703.38,1686.11,0.3,Thursday
2012-12-07,1703.65,1699.31,1705.61,1684.4,0.27,Friday
2012-12-10,1710.25,1704.45,1717.6,1702.64,0.39,Monday
2012-12-11,1710.1,1712.3,1714.6,1705.04,-0.01,Tuesday
2012-12-12,1711.95,1709.99,1723.41,1707.84,0.11,Wednesday
2012-12-13,1697.3,1711.81,1712.11,1689.55,-0.86,Thursday
2012-12-14,1695.47,1697.41,1700.74,1693.45,-0.11,Friday
2012-12-17,1697.93,1695.76,1700.03,1687.05,0.15,Monday
2012-12-18,1670.15,1698.21,1703.47,1661.62,-1.64,Tuesday
2012-12-19,1666.94,1670.38,1676.99,1663.42,-0.19,Wednesday
2012-12-20,1647.75,1667.22,1672.12,1635.7,-1.15,Thursday
2012-12-21,1656.99,1647.64,1659.68,1635.62,0.56,Friday
2012-12-24,1657.48,1657.79,1665.9,1652.13,0.03,Monday
2012-12-25,1658.9,1657.91,1663.15,1657.81,0.09,Tuesday
2012-12-26,1660.14,1658.12,1667.89,1650.38,0.07,Wednesday
2012-12-27,1663.9,1660.31,1665.76,1653.05,0.23,Thursday
2012-12-28,1655.4,1663.84,1666.49,1653.44,-0.51,Friday
